Acedamic percentage,Hours Studying per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system,self-learning capability,Extra-courses did,certifications,workshops,talenttests taken,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies,Type of company want to settle in,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour,Salary/work,hard/smart worker,Introvert,Suggested Job Role
85,11,7,5,9,3,no,yes,no,machine learning,hacking,yes,yes,medium,poor,data engineering,testing,job,product development,yes,yes,Mystery,salary,stubborn,salary,hard worker,no,Banker
81,11,1,5,9,1,yes,no,no,hadoop,cloud computing,yes,yes,medium,medium,Software Engineering,developer,job,Testing and Maintainance Services,yes,yes,Health,Work,stubborn,salary,smart worker,no,Stock Investor
72,5,9,5,9,8,yes,no,yes,machine learning,data science,no,yes,medium,poor,networks,system developer,higherstudies,Cloud Services,yes,no,Math,salary,gentle,work,hard worker,yes,Stock Investor
90,11,8,6,6,7,no,no,no,r programming,testing,no,yes,poor,medium,Computer Architecture,security,job,Sales and Marketing,no,yes,Religion-Spirituality,salary,stubborn,work,hard worker,no,Scientist
89,12,2,3,7,8,no,no,yes,python,web technologies,no,yes,medium,excellent,data engineering,testing,higherstudies,Cloud Services,no,yes,Diaries,salary,gentle,salary,smart worker,no,Game Developer
86,6,2,2,3,4,yes,no,yes,machine learning,data science,no,no,excellent,medium,parallel computing,Business process analyst,job,Web Services,yes,yes,Guide,Work,stubborn,salary,hard worker,no,Banker
75,9,2,6,9,2,yes,yes,yes,information security,web technologies,no,no,medium,medium,networks,security,job,Product based,no,no,Comics,Work,stubborn,salary,hard worker,no,Doctor
79,5,4,3,1,6,no,yes,yes,full stack,database security,no,yes,poor,medium,Computer Architecture,testing,job,Product based,no,no,Comics,salary,stubborn,work,smart worker,no,Doctor
66,10,8,0,4,2,no,yes,no,full stack,cloud computing,yes,yes,medium,poor,Computer Architecture,system developer,higherstudies,BPA,yes,no,Series,salary,stubborn,work,smart worker,no,Lawyer
76,12,7,3,1,8,no,yes,yes,hadoop,game development,no,no,medium,medium,parallel computing,Business process analyst,job,Service Based,no,yes,Self help,salary,gentle,work,hard worker,yes,Business Owner
91,7,5,2,3,4,no,no,no,shell programming,data science,yes,yes,poor,poor,hacking,cloud computing,higherstudies,Cloud Services,yes,yes,Dictionaries,salary,stubborn,salary,smart worker,yes,Game Developer
75,10,1,4,2,1,yes,no,yes,r programming,cloud computing,yes,no,poor,poor,cloud computing,testing,higherstudies,Service Based,no,yes,Health,salary,stubborn,work,hard worker,no,Stock Investor
80,5,8,0,3,3,yes,yes,no,shell programming,web technologies,yes,yes,excellent,medium,cloud computing,Business process analyst,job,product development,yes,no,Poetry,Work,stubborn,work,smart worker,no,Stock Investor
69,6,1,2,5,2,yes,yes,no,distro making,testing,no,yes,excellent,medium,IOT,system developer,higherstudies,Cloud Services,yes,yes,Romance,Work,stubborn,work,hard worker,no,Lawyer
77,11,1,2,4,6,yes,no,yes,shell programming,database security,no,yes,excellent,poor,Management,testing,higherstudies,Finance,no,no,Travel,salary,gentle,salary,hard worker,yes,Business Owner
61,9,8,5,9,9,no,yes,yes,distro making,testing,yes,yes,medium,medium,IOT,security,job,SAaS services,no,yes,Travel,salary,gentle,work,smart worker,yes,Lawyer
74,6,3,0,4,4,yes,yes,yes,python,hacking,no,yes,excellent,poor,Software Engineering,cloud computing,higherstudies,Web Services,yes,no,Comics,salary,gentle,work,hard worker,no,Doctor
86,12,3,2,4,4,no,no,no,distro making,cloud computing,no,yes,medium,medium,hacking,testing,job,Sales and Marketing,yes,no,Trilogy,salary,gentle,work,smart worker,no,Scientist
68,5,9,0,7,1,no,no,no,shell programming,testing,no,no,excellent,excellent,networks,Business process analyst,job,Cloud Services,no,no,Art,Work,gentle,salary,hard worker,yes,Software Engineer
86,9,6,4,9,6,yes,yes,no,r programming,testing,yes,yes,excellent,excellent,Computer Architecture,testing,higherstudies,Finance,no,no,Cookbooks,Work,gentle,work,smart worker,yes,Game Developer
61,12,9,4,9,9,no,yes,yes,python,database security,yes,no,poor,medium,programming,Business process analyst,higherstudies,Cloud Services,no,no,Cookbooks,salary,stubborn,salary,smart worker,no,Software Engineer
63,5,2,6,6,2,yes,yes,yes,app development,data science,yes,yes,poor,medium,IOT,cloud computing,job,SAaS services,yes,no,Math,Work,stubborn,work,hard worker,yes,Accountant
61,8,3,1,5,4,no,no,yes,hadoop,web technologies,no,yes,excellent,excellent,hacking,security,higherstudies,Finance,yes,no,Autobiographies,Work,stubborn,salary,hard worker,no,Software Engineer
69,10,2,6,9,3,yes,no,yes,full stack,hacking,no,no,medium,excellent,Software Engineering,Business process analyst,job,Cloud Services,no,no,Religion-Spirituality,Work,gentle,work,smart worker,yes,Lawyer
71,8,7,0,8,1,no,no,yes,machine learning,web technologies,yes,yes,poor,excellent,Management,security,higherstudies,product development,yes,no,Health,salary,stubborn,salary,smart worker,yes,Accountant
79,6,3,6,7,1,no,yes,no,distro making,database security,no,yes,poor,excellent,data engineering,cloud computing,higherstudies,Testing and Maintainance Services,no,yes,Biographies,Work,gentle,work,hard worker,yes,Doctor
88,4,8,1,5,2,yes,no,yes,machine learning,cloud computing,yes,yes,poor,medium,Software Engineering,security,job,product development,no,no,Self help,salary,gentle,work,hard worker,no,Scientist
70,11,4,1,4,3,no,yes,no,distro making,database security,yes,no,excellent,poor,parallel computing,security,higherstudies,Sales and Marketing,no,no,Poetry,Work,gentle,work,smart worker,yes,Accountant
86,4,2,1,2,4,no,no,yes,full stack,data science,yes,yes,medium,excellent,parallel computing,Business process analyst,higherstudies,Testing and Maintainance Services,no,yes,Satire,Work,gentle,salary,smart worker,yes,Scientist
86,9,2,1,5,7,no,no,no,machine learning,database security,no,no,medium,medium,Management,Business process analyst,higherstudies,Web Services,yes,yes,Religion-Spirituality,salary,stubborn,work,hard worker,yes,Scientist
65,8,7,4,2,8,no,yes,no,app development,hacking,no,yes,poor,poor,cloud computing,Business process analyst,higherstudies,Web Services,no,no,Dictionaries,salary,stubborn,salary,hard worker,yes,Software Engineer
71,4,2,5,5,8,no,no,yes,r programming,hacking,yes,no,medium,excellent,Software Engineering,system developer,higherstudies,Product based,no,no,Biographies,salary,gentle,work,smart worker,no,Doctor
62,9,4,0,9,3,no,yes,no,machine learning,cloud computing,no,no,excellent,medium,hacking,developer,job,Service Based,yes,no,Math,Work,gentle,salary,hard worker,yes,Accountant
78,9,2,0,6,5,yes,yes,yes,machine learning,testing,no,no,medium,poor,data engineering,testing,higherstudies,Web Services,no,yes,Journals,Work,stubborn,salary,smart worker,no,Stock Investor
86,8,2,3,5,5,yes,yes,no,r programming,data science,yes,yes,medium,excellent,Management,developer,job,Service Based,no,yes,Cookbooks,Work,gentle,salary,hard worker,yes,Game Developer
85,4,4,1,4,8,yes,no,yes,app development,data science,no,no,excellent,excellent,IOT,cloud computing,higherstudies,product development,yes,no,History,salary,stubborn,work,hard worker,no,Banker
63,8,2,2,2,1,yes,no,yes,shell programming,data science,yes,no,excellent,excellent,programming,security,job,BPA,no,yes,Diaries,salary,stubborn,work,hard worker,yes,Software Engineer
60,10,6,2,8,1,no,yes,yes,r programming,data science,yes,no,excellent,poor,networks,cloud computing,job,Product based,yes,yes,Action and Adventure,salary,gentle,work,smart worker,yes,Software Engineer
67,4,8,3,2,8,no,yes,yes,app development,data science,no,no,poor,poor,IOT,developer,job,Product based,yes,no,Satire,salary,gentle,work,smart worker,no,Lawyer
87,10,5,5,1,5,yes,no,no,information security,cloud computing,yes,no,poor,poor,IOT,Business process analyst,higherstudies,Finance,yes,no,Math,salary,gentle,salary,hard worker,yes,Banker
94,12,5,2,2,9,no,yes,no,full stack,web technologies,yes,yes,medium,excellent,IOT,cloud computing,higherstudies,product development,no,yes,Guide,Work,stubborn,salary,hard worker,no,Banker
75,11,5,0,6,8,yes,no,yes,app development,system designing,yes,no,poor,excellent,programming,testing,job,Product based,yes,no,Encyclopedias,Work,gentle,work,smart worker,no,Stock Investor
70,10,5,3,1,8,yes,no,yes,hadoop,system designing,yes,yes,medium,poor,parallel computing,Business process analyst,higherstudies,Testing and Maintainance Services,yes,yes,Dictionaries,Work,gentle,work,smart worker,yes,Software Engineer
91,12,7,5,1,1,yes,yes,yes,python,hacking,yes,no,medium,excellent,networks,testing,higherstudies,Sales and Marketing,yes,no,Guide,salary,gentle,salary,smart worker,no,Banker
61,9,8,5,2,8,no,yes,yes,full stack,cloud computing,yes,yes,excellent,medium,programming,security,higherstudies,Finance,yes,yes,Satire,salary,stubborn,salary,smart worker,no,Lawyer
66,10,1,1,8,7,no,no,yes,distro making,testing,no,yes,poor,poor,Software Engineering,testing,job,Testing and Maintainance Services,no,yes,Anthology,salary,stubborn,salary,hard worker,no,Software Engineer
86,9,2,2,4,5,yes,yes,yes,information security,cloud computing,no,yes,excellent,medium,data engineering,developer,job,product development,no,yes,Action and Adventure,salary,stubborn,work,smart worker,no,Game Developer
76,11,9,0,5,6,no,no,no,distro making,database security,no,no,medium,excellent,parallel computing,Business process analyst,job,Product based,no,yes,Self help,Work,stubborn,salary,smart worker,no,Business Owner
66,7,5,5,1,5,yes,yes,no,python,database security,no,yes,poor,excellent,cloud computing,Business process analyst,job,Service Based,yes,no,Action and Adventure,Work,stubborn,work,hard worker,yes,Software Engineer
62,12,4,1,5,5,yes,no,yes,information security,data science,no,yes,excellent,medium,IOT,cloud computing,job,Cloud Services,no,yes,Health,Work,stubborn,salary,smart worker,no,Accountant
92,6,2,0,6,2,no,no,yes,distro making,hacking,no,yes,excellent,medium,Software Engineering,developer,job,Service Based,yes,yes,Autobiographies,Work,stubborn,work,hard worker,yes,Game Developer
81,10,2,6,2,5,no,yes,yes,r programming,system designing,no,yes,excellent,excellent,cloud computing,cloud computing,higherstudies,Product based,yes,yes,Horror,Work,stubborn,work,smart worker,yes,Stock Investor
71,11,2,3,9,1,yes,no,no,information security,hacking,yes,yes,medium,excellent,data engineering,Business process analyst,job,SAaS services,yes,yes,Health,Work,gentle,salary,hard worker,yes,Accountant
86,10,1,0,3,5,yes,no,no,machine learning,cloud computing,yes,yes,excellent,medium,networks,developer,job,Sales and Marketing,no,yes,Encyclopedias,Work,stubborn,work,hard worker,no,Banker
83,6,2,3,8,9,no,yes,yes,full stack,cloud computing,no,yes,excellent,poor,Computer Architecture,security,higherstudies,product development,no,yes,Health,salary,gentle,work,hard worker,no,Stock Investor
91,12,3,0,8,9,no,no,yes,python,data science,no,no,medium,excellent,networks,security,higherstudies,Service Based,no,yes,Horror,salary,gentle,salary,smart worker,yes,Banker
68,6,6,1,4,9,yes,yes,no,shell programming,hacking,no,no,poor,poor,IOT,Business process analyst,job,Cloud Services,no,no,Horror,salary,gentle,salary,hard worker,no,Accountant
77,4,1,6,5,3,no,no,no,machine learning,cloud computing,no,no,medium,medium,IOT,system developer,job,Service Based,yes,no,History,salary,gentle,salary,hard worker,no,Stock Investor
75,9,7,3,1,9,no,yes,no,distro making,testing,yes,yes,excellent,medium,Software Engineering,testing,higherstudies,Testing and Maintainance Services,yes,yes,Satire,salary,gentle,work,smart worker,no,Business Owner
90,10,7,2,7,9,no,yes,yes,full stack,cloud computing,yes,no,medium,poor,parallel computing,system developer,job,Finance,no,no,Prayer books,salary,gentle,work,smart worker,no,Scientist
77,10,8,1,8,3,yes,no,yes,hadoop,cloud computing,yes,yes,excellent,medium,networks,developer,job,BPA,no,yes,Cookbooks,salary,stubborn,work,hard worker,yes,Doctor
87,7,4,1,6,1,yes,no,no,distro making,cloud computing,yes,yes,excellent,excellent,parallel computing,system developer,higherstudies,SAaS services,no,no,Guide,salary,stubborn,salary,smart worker,yes,Banker
70,9,4,2,6,5,no,no,yes,distro making,testing,no,yes,poor,excellent,Management,cloud computing,job,product development,no,yes,Fantasy,salary,gentle,work,smart worker,yes,Accountant
60,5,2,3,7,3,no,no,no,app development,database security,no,no,medium,excellent,Management,testing,higherstudies,BPA,yes,yes,Science fiction,Work,gentle,work,smart worker,no,Lawyer
72,9,9,0,5,3,no,no,no,information security,database security,yes,no,poor,excellent,cloud computing,system developer,higherstudies,Product based,yes,yes,Comics,Work,stubborn,salary,hard worker,no,Doctor
92,7,4,4,7,2,yes,no,no,r programming,game development,yes,yes,medium,excellent,parallel computing,system developer,higherstudies,BPA,no,yes,Dictionaries,Work,stubborn,salary,hard worker,no,Game Developer
76,4,4,2,9,6,no,yes,yes,information security,testing,yes,no,medium,medium,Management,developer,higherstudies,Testing and Maintainance Services,yes,yes,Romance,Work,stubborn,work,hard worker,no,Business Owner
70,12,3,0,3,5,yes,yes,no,full stack,web technologies,yes,yes,excellent,poor,cloud computing,testing,higherstudies,product development,yes,yes,Horror,Work,gentle,work,hard worker,yes,Accountant
74,4,8,2,8,5,no,no,no,app development,cloud computing,yes,yes,excellent,medium,IOT,security,job,SAaS services,no,yes,Comics,salary,stubborn,salary,smart worker,yes,Doctor
78,5,8,4,1,8,no,yes,no,full stack,cloud computing,yes,yes,medium,excellent,IOT,system developer,higherstudies,BPA,yes,yes,Horror,Work,stubborn,salary,hard worker,no,Stock Investor
68,6,2,0,8,6,yes,no,no,shell programming,database security,yes,no,medium,medium,Computer Architecture,security,higherstudies,Testing and Maintainance Services,no,yes,Encyclopedias,Work,gentle,salary,hard worker,yes,Accountant
94,7,8,2,6,8,yes,no,no,shell programming,cloud computing,yes,yes,medium,medium,programming,developer,job,product development,no,no,Mystery,salary,stubborn,salary,hard worker,yes,Banker
84,7,8,1,6,7,no,no,yes,shell programming,web technologies,no,no,poor,excellent,networks,Business process analyst,job,Testing and Maintainance Services,no,no,Diaries,salary,gentle,work,hard worker,yes,Game Developer
79,5,8,3,4,9,no,no,no,r programming,testing,yes,no,excellent,poor,hacking,testing,job,Cloud Services,yes,no,Travel,salary,stubborn,salary,smart worker,no,Business Owner
63,9,1,0,5,6,no,yes,no,information security,game development,yes,yes,excellent,medium,networks,testing,job,Testing and Maintainance Services,no,no,Guide,salary,gentle,salary,smart worker,no,Accountant
88,11,3,4,9,5,no,yes,yes,distro making,cloud computing,yes,yes,excellent,poor,programming,security,higherstudies,Service Based,no,yes,Poetry,salary,gentle,salary,hard worker,no,Scientist
63,6,9,6,5,4,no,yes,no,python,data science,no,no,medium,excellent,cloud computing,developer,higherstudies,Sales and Marketing,no,no,Journals,salary,gentle,salary,smart worker,no,Accountant
72,11,9,2,6,9,yes,yes,yes,machine learning,cloud computing,yes,no,excellent,excellent,data engineering,developer,job,Sales and Marketing,yes,yes,History,Work,gentle,salary,smart worker,yes,Stock Investor
68,6,5,0,9,2,no,no,no,hadoop,game development,yes,yes,medium,poor,networks,security,higherstudies,BPA,no,yes,Series,Work,stubborn,work,hard worker,no,Lawyer
87,7,1,5,7,9,yes,yes,no,app development,game development,yes,yes,poor,medium,Computer Architecture,system developer,job,SAaS services,yes,no,Anthology,Work,gentle,salary,hard worker,no,Game Developer
91,4,6,5,3,8,no,yes,yes,app development,hacking,yes,yes,poor,poor,data engineering,cloud computing,job,Testing and Maintainance Services,yes,yes,Poetry,salary,stubborn,salary,hard worker,no,Banker
81,4,5,1,3,5,no,no,yes,shell programming,game development,no,yes,poor,excellent,cloud computing,developer,higherstudies,Web Services,no,no,Science fiction,salary,stubborn,salary,hard worker,no,Business Owner
81,9,9,0,2,5,no,yes,no,shell programming,database security,no,no,medium,medium,parallel computing,testing,job,Cloud Services,no,yes,Science,salary,gentle,salary,smart worker,yes,Business Owner
85,4,9,2,4,2,no,yes,yes,full stack,database security,no,no,poor,medium,parallel computing,system developer,job,Cloud Services,no,yes,Guide,salary,stubborn,salary,smart worker,yes,Banker
60,11,7,1,5,5,yes,yes,no,information security,hacking,yes,yes,excellent,poor,IOT,Business process analyst,job,Sales and Marketing,yes,no,Horror,salary,stubborn,work,smart worker,no,Accountant
63,6,4,5,7,3,yes,no,yes,distro making,system designing,no,yes,medium,poor,data engineering,developer,job,Service Based,no,yes,Action and Adventure,salary,stubborn,salary,hard worker,yes,Software Engineer
