Acedamic percentage,Hours Studying per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability,Extra-courses did,certifications,talenttests taken,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour,Salary/work,hard/smart worker,Introvert,Suggested Job Role
93,11,1,4,8,6,no,yes,Certified Accounting Technician (CAT),yes,RemoteWork,medium,medium,Forensic Accounting,Financial Planning and Analysis,higherstudies,yes,yes,Health,salary,stubborn,work,smart worker,no,Accountant
79,12,2,6,6,9,yes,no,Teaching Certificate/License,yes,RemoteWork,medium,medium,Curriculum Development and Instructional Design,Educational Technology Specialist,higherstudies,yes,yes,Science,Work,stubborn,work,smart worker,no,Teacher
93,12,8,3,3,6,yes,no,Certified Fitness Trainer (CFT),no,Fieldwork,poor,poor,Sports Science and Exercise Physiology,Sports Medicine and Athletic Training,higherstudies,yes,yes,Childrens,Work,stubborn,salary,hard worker,yes,Sports person
80,12,2,2,4,6,yes,yes,Certificate in Business Administration,yes,Fieldwork,medium,excellent,The Lean Startup,Management Consulting,job,no,no,Fantasy,salary,gentle,salary,smart worker,yes,MBA
63,10,1,5,5,9,no,yes,Diploma in Pharmaceutical Sciences,no,RemoteWork,excellent,medium,Pharmaceutical Chemistry,Clinical Pharmacy,higherstudies,yes,no,Encyclopedias,salary,gentle,salary,hard worker,no,Pharmacy
69,11,8,3,2,6,no,yes,Certificate in Legal Studies,yes,RemoteWork,excellent,excellent,Constitutional Law,Litigation,higherstudies,no,no,Biographies,Work,gentle,salary,smart worker,no,Lawyer
76,9,8,0,6,1,yes,yes,Certificate in Legal Studies,no,Fieldwork,poor,poor,Legal Research and Writing,Litigation,higherstudies,no,yes,Cookbooks,Work,gentle,salary,smart worker,no,Lawyer
69,12,2,2,5,5,yes,yes,Coursera: Introduction to Law,no,OfficeBased,excellent,medium,Legal Research and Writing,Corporate Law,higherstudies,yes,yes,Anthology,salary,gentle,work,hard worker,no,Lawyer
76,8,9,1,3,2,no,no,Certificate in Financial Markets,yes,RemoteWork,poor,medium,Financial Statement Analysis,Financial Analysis,job,yes,no,History,Work,stubborn,salary,smart worker,no,Stock Investor
87,11,2,2,1,1,yes,yes,Certified Fitness Trainer (CFT),no,OfficeBased,poor,poor,Sports Science and Exercise Physiology,Sports Medicine and Athletic Training,higherstudies,yes,no,Childrens,Work,stubborn,work,hard worker,yes,Sports person
71,9,4,6,1,3,yes,yes,Certified Nursing Assistant (CNA),yes,OfficeBased,poor,poor,Medical Ethics and Professionalism,Public Health,higherstudies,no,no,Romance,Work,gentle,work,smart worker,no,Doctor
78,10,5,4,1,5,yes,yes,Coursera: Introduction to Digital Marketing,no,OfficeBased,medium,medium,Media Studies and Communication,Film and Television Production,higherstudies,no,yes,Poetry,salary,gentle,work,smart worker,yes,Entertainment industry
86,9,5,5,6,6,yes,no,Certified Fitness Trainer (CFT),yes,RemoteWork,excellent,excellent,Sports Science and Exercise Physiology,Sports Marketing and Sponsorship,job,no,no,Cookbooks,salary,stubborn,salary,smart worker,yes,Sports person
81,11,6,4,4,2,yes,no,Certificate in Business Administration,no,Fieldwork,poor,medium,Master the Art of Business,Entrepreneurship and Startup Management,job,yes,no,History,salary,stubborn,salary,smart worker,yes,MBA
76,12,1,5,7,8,no,no,Coursera: Introduction to Law,yes,Fieldwork,excellent,poor,Constitutional Law,Litigation,job,yes,no,Biographies,salary,stubborn,work,hard worker,yes,Lawyer
61,12,3,3,5,4,no,yes,Coursera: Introduction to Game Development,no,OfficeBased,medium,excellent,Unity in Action,Game Programming,job,yes,yes,Science fiction,salary,stubborn,salary,smart worker,no,Game Developer
70,11,8,3,4,9,no,yes,Certified Nursing Assistant (CNA),yes,Fieldwork,medium,excellent,Human Anatomy and Physiology,Medical Research,higherstudies,no,yes,Travel,Work,stubborn,salary,hard worker,yes,Doctor
73,4,3,6,2,8,no,yes,Coursera: Introduction to Law,yes,OfficeBased,excellent,poor,Legal Research and Writing,Corporate Law,job,no,no,Art,Work,stubborn,work,smart worker,yes,Lawyer
73,4,2,3,6,3,yes,no,Coursera: Introduction to Law,yes,Fieldwork,medium,excellent,Legal Research and Writing,Litigation,job,no,no,Dictionaries,salary,stubborn,work,hard worker,yes,Lawyer
67,8,8,0,4,4,yes,yes,Pharmacy Technician Certification (CPhT),yes,Fieldwork,medium,excellent,Pharmacology,Clinical Pharmacy,higherstudies,yes,no,Encyclopedias,Work,stubborn,salary,hard worker,no,Pharmacy
82,4,1,2,2,1,yes,yes,National Board Certification (NBC),no,OfficeBased,medium,medium,Educational Psychology,Education Policy and Advocacy,job,no,yes,Trilogy,salary,gentle,salary,smart worker,no,Teacher
60,6,4,3,8,3,yes,no,Coursera: Introduction to Game Development,yes,RemoteWork,poor,excellent,Game Programming Patterns,Game Programming,job,no,yes,Romance,salary,stubborn,work,hard worker,yes,Game Developer
87,9,5,0,7,9,no,yes,Diploma in Accounting,no,OfficeBased,poor,medium,Forensic Accounting,Financial Planning and Analysis,higherstudies,yes,yes,Guide,Work,stubborn,salary,smart worker,no,Accountant
65,11,4,3,1,4,yes,no,Unity Certified User,yes,Fieldwork,poor,medium,Game Programming Patterns,Game Programming,higherstudies,no,yes,Trilogy,Work,stubborn,salary,hard worker,no,Game Developer
71,9,1,1,8,8,yes,no,Certified Nursing Assistant (CNA),no,RemoteWork,medium,excellent,Human Anatomy and Physiology,Public Health,job,no,yes,Romance,Work,gentle,salary,hard worker,no,Doctor
80,9,3,5,8,2,yes,no,National Board Certification (NBC),yes,RemoteWork,poor,excellent,Educational Psychology,Educational Technology Specialist,higherstudies,yes,no,Self help,Work,gentle,salary,smart worker,yes,Teacher
76,7,3,2,5,9,no,no,Certificate in Media Production,no,RemoteWork,poor,excellent,Media Studies and Communication,Music Industry Management,job,yes,yes,Poetry,Work,gentle,salary,hard worker,no,Entertainment industry
94,7,1,3,3,1,yes,yes,Certified Accounting Technician (CAT),yes,OfficeBased,excellent,medium,Financial Analytics and Data Visualization,Financial Planning and Analysis,job,no,yes,Journals,Work,gentle,work,hard worker,no,Accountant
74,9,5,1,5,7,yes,no,Certificate in Financial Markets,yes,OfficeBased,medium,poor,The Intelligent Investor,Financial Analysis,higherstudies,no,yes,Guide,Work,gentle,salary,hard worker,yes,Stock Investor
80,6,9,6,2,4,no,yes,Coursera: Foundations of Business Strategy,yes,RemoteWork,excellent,medium,The Lean Startup,Entrepreneurship and Startup Management,higherstudies,yes,yes,Fantasy,salary,gentle,work,smart worker,yes,MBA
86,6,2,0,3,8,no,no,Coursera: Introduction to Digital Marketing,no,OfficeBased,poor,excellent,Entertainment Business and Management,Film and Television Production,higherstudies,yes,yes,Prayer books,Work,gentle,salary,hard worker,no,Entertainment industry
88,11,5,3,1,5,no,no,Certificate in Laboratory Techniques,no,OfficeBased,excellent,excellent,The Structure of Scientific Revolutions,Research and Development,higherstudies,yes,yes,Poetry,Work,gentle,work,hard worker,no,Scientist
94,4,2,5,2,5,no,yes,Diploma in Accounting,no,OfficeBased,medium,poor,Financial Analytics and Data Visualization,Financial Planning and Analysis,job,no,no,Fantasy,Work,gentle,salary,hard worker,no,Accountant
67,7,5,3,1,3,yes,yes,Pharmacy Technician Certification (CPhT),yes,RemoteWork,medium,poor,Pharmaceutical Chemistry,Pharmaceutical Research and Development,higherstudies,no,no,History,Work,stubborn,salary,smart worker,no,Pharmacy
66,6,8,1,6,4,yes,no,Diploma in Pharmaceutical Sciences,no,Fieldwork,medium,excellent,Pharmacology,Pharmaceutical Research and Development,job,yes,yes,History,salary,stubborn,work,smart worker,yes,Pharmacy
70,12,8,1,7,7,yes,yes,First Aid and CPR Certification,yes,RemoteWork,poor,poor,Medical Ethics and Professionalism,Public Health,job,no,no,Self help,salary,stubborn,work,smart worker,no,Doctor
81,7,2,0,7,7,no,yes,AutoCAD Certification,no,Fieldwork,excellent,excellent,Physics and Mechanics,Product Engineer,higherstudies,yes,yes,Action and Adventure,Work,gentle,work,hard worker,yes,Engineer
75,4,9,3,3,6,yes,no,Coursera: Introduction to Law,no,OfficeBased,excellent,excellent,Constitutional Law,Litigation,job,no,yes,Comics,Work,gentle,work,smart worker,yes,Lawyer
62,8,7,3,7,2,no,yes,Coursera: Introduction to Game Development,no,RemoteWork,medium,poor,Game Programming Patterns,Game Design,higherstudies,no,no,Self help,Work,gentle,work,hard worker,yes,Game Developer
61,7,5,1,4,3,yes,no,Unity Certified User,no,RemoteWork,poor,poor,Game Programming Patterns,Game Programming,job,no,no,Religion-Spirituality,Work,gentle,work,smart worker,no,Game Developer
83,11,6,6,7,3,yes,no,Coursera: Foundations of Business Strategy,no,RemoteWork,poor,poor,Master the Art of Business,Entrepreneurship and Startup Management,higherstudies,yes,yes,Health,Work,stubborn,salary,smart worker,no,MBA
86,6,9,6,1,5,no,yes,Certificate in Laboratory Techniques,no,RemoteWork,medium,poor,The Structure of Scientific Revolutions,Research and Development,higherstudies,yes,no,Religion-Spirituality,Work,gentle,work,hard worker,no,Scientist
72,10,1,4,6,5,yes,yes,Investopedia: Stock Market Investing Course,yes,Fieldwork,excellent,poor,The Intelligent Investor,Financial Analysis,higherstudies,no,yes,Health,Work,stubborn,work,smart worker,no,Stock Investor
88,8,3,4,2,8,no,no,Coursera: Introduction to Research Methods,no,OfficeBased,excellent,medium,The Structure of Scientific Revolutions,Research and Development,higherstudies,yes,no,Self help,Work,gentle,salary,hard worker,no,Scientist
62,6,5,3,6,3,yes,no,Unity Certified User,yes,OfficeBased,excellent,poor,Unity in Action,Game Programming,job,no,yes,Prayer books,Work,gentle,salary,hard worker,yes,Game Developer
64,12,2,4,5,2,no,no,Diploma in Pharmaceutical Sciences,no,RemoteWork,medium,poor,Pharmacology,Pharmaceutical Research and Development,job,no,no,Journals,Work,gentle,salary,smart worker,no,Pharmacy
73,8,9,6,9,2,no,no,First Aid and CPR Certification,yes,Fieldwork,medium,poor,Human Anatomy and Physiology,Public Health,higherstudies,yes,yes,Science,salary,stubborn,salary,smart worker,no,Doctor
75,4,2,3,7,3,no,no,Certificate in Financial Markets,yes,Fieldwork,excellent,excellent,The Intelligent Investor,Financial Analysis,job,yes,yes,Journals,Work,stubborn,work,hard worker,no,Stock Investor
75,4,3,5,7,6,no,no,Certificate in Financial Markets,yes,OfficeBased,medium,excellent,Financial Statement Analysis,Financial Analysis,job,no,yes,Fantasy,salary,stubborn,work,hard worker,no,Stock Investor
72,11,9,5,3,4,yes,no,First Aid and CPR Certification,no,RemoteWork,excellent,excellent,Medical Ethics and Professionalism,Public Health,job,yes,yes,Prayer books,Work,stubborn,salary,hard worker,yes,Doctor
92,10,8,5,8,5,no,yes,Diploma in Accounting,no,OfficeBased,medium,excellent,Forensic Accounting,International Taxation and Compliance,job,yes,yes,Horror,salary,stubborn,work,hard worker,no,Accountant
93,7,9,6,7,9,no,no,Certified Accounting Technician (CAT),no,Fieldwork,medium,excellent,Forensic Accounting,International Taxation and Compliance,job,yes,no,Horror,salary,gentle,work,hard worker,yes,Accountant
67,4,6,4,8,9,yes,yes,Associate Chartered Banker (ACIB),no,Fieldwork,excellent,excellent,Corporate Finance,Investment Banking,job,no,no,Anthology,salary,stubborn,salary,smart worker,yes,Banker
75,4,5,3,4,5,yes,yes,Investopedia: Stock Market Investing Course,no,OfficeBased,poor,medium,Financial Statement Analysis,Financial Analysis,higherstudies,no,yes,Horror,Work,stubborn,work,smart worker,yes,Stock Investor
80,4,4,5,3,1,no,yes,National Board Certification (NBC),no,OfficeBased,excellent,excellent,Educational Psychology,Education Policy and Advocacy,job,no,yes,Trilogy,Work,stubborn,work,hard worker,no,Teacher
69,6,4,0,9,6,no,yes,Investopedia: Stock Market Investing Course,yes,RemoteWork,poor,poor,The Intelligent Investor,Financial Analysis,higherstudies,yes,yes,Guide,salary,stubborn,work,smart worker,no,Stock Investor
76,10,5,5,6,5,no,no,National Board Certification (NBC),yes,OfficeBased,medium,excellent,Educational Psychology,Education Policy and Advocacy,higherstudies,no,no,Self help,Work,stubborn,salary,hard worker,no,Teacher
72,10,1,3,3,7,no,no,Certified Nursing Assistant (CNA),no,Fieldwork,medium,poor,Medical Ethics and Professionalism,Medical Research,higherstudies,yes,no,Self help,salary,stubborn,work,smart worker,yes,Doctor
78,8,6,2,4,3,no,yes,AutoCAD Certification,no,OfficeBased,medium,medium,Mathematics and Applied Mathematics,Artificial Intelligence and Machine Learning,job,yes,no,Childrens,salary,gentle,work,smart worker,no,Engineer
65,6,6,1,9,3,no,no,Coursera: Introduction to Game Development,yes,RemoteWork,medium,excellent,Unity in Action,Game Design,job,yes,no,Trilogy,Work,stubborn,work,hard worker,yes,Game Developer
70,11,6,4,2,7,yes,yes,First Aid and CPR Certification,yes,Fieldwork,excellent,excellent,Medical Ethics and Professionalism,Medical Research,higherstudies,yes,no,Series,Work,stubborn,salary,hard worker,yes,Doctor
60,5,8,2,2,6,no,yes,Coursera: Introduction to Game Development,no,RemoteWork,excellent,poor,Game Programming Patterns,Game Design,job,no,yes,Prayer books,Work,stubborn,work,smart worker,yes,Game Developer
61,7,4,2,7,6,no,yes,Coursera: Introduction to Game Development,yes,RemoteWork,excellent,poor,Game Programming Patterns,Game Design,job,no,no,Science fiction,salary,gentle,work,hard worker,yes,Game Developer
67,12,3,0,5,8,no,no,Coursera: Introduction to Game Development,no,RemoteWork,medium,poor,Unity in Action,Game Design,higherstudies,yes,no,Trilogy,salary,stubborn,work,hard worker,no,Game Developer
64,5,4,0,1,6,yes,no,Unity Certified User,no,OfficeBased,excellent,poor,Unity in Action,Game Design,higherstudies,no,no,Science fiction,Work,gentle,salary,hard worker,yes,Game Developer
79,11,3,3,6,6,yes,no,AutoCAD Certification,yes,OfficeBased,medium,poor,Physics and Mechanics,Product Engineer,higherstudies,yes,yes,Autobiographies,Work,stubborn,salary,smart worker,no,Engineer
89,12,7,2,1,4,no,no,Certified Fitness Trainer (CFT),no,RemoteWork,medium,poor,Sports Management and Administration,Sports Medicine and Athletic Training,higherstudies,yes,no,Childrens,salary,stubborn,salary,hard worker,no,Sports person
75,10,5,2,9,4,yes,yes,Certificate in Financial Markets,no,OfficeBased,poor,poor,The Intelligent Investor,Financial Analysis,job,yes,no,Health,Work,stubborn,salary,hard worker,no,Stock Investor
92,11,5,0,7,1,yes,no,Certified Accounting Technician (CAT),no,OfficeBased,poor,medium,Forensic Accounting,Financial Planning and Analysis,job,yes,no,History,Work,stubborn,salary,hard worker,yes,Accountant
65,4,3,4,2,5,no,no,Certificate in Banking and Finance,no,Fieldwork,excellent,poor,Financial Markets,Private Wealth Management,higherstudies,yes,no,Comics,salary,gentle,work,hard worker,yes,Banker
69,9,8,3,5,9,yes,yes,Certified Nursing Assistant (CNA),no,Fieldwork,excellent,poor,Human Anatomy and Physiology,Medical Research,higherstudies,yes,yes,Series,Work,stubborn,work,smart worker,yes,Doctor
90,10,1,6,5,5,no,no,Certificate in Laboratory Techniques,yes,RemoteWork,poor,excellent,Lab Girl,Academic Research and Teaching,higherstudies,no,yes,Science fiction,Work,stubborn,work,smart worker,no,Scientist
80,7,6,5,6,7,yes,no,Certificate in Media Production,yes,Fieldwork,excellent,excellent,Entertainment Business and Management,Music Industry Management,job,no,yes,Journals,Work,gentle,work,hard worker,no,Entertainment industry
62,7,5,6,5,3,no,no,Coursera: Introduction to Game Development,yes,OfficeBased,excellent,excellent,Unity in Action,Game Design,higherstudies,yes,yes,Satire,Work,stubborn,work,smart worker,yes,Game Developer
78,4,4,3,4,3,no,no,AutoCAD Certification,no,Fieldwork,excellent,poor,Physics and Mechanics,Artificial Intelligence and Machine Learning,job,yes,no,Comics,Work,stubborn,salary,hard worker,no,Engineer
83,4,1,0,1,3,yes,no,AutoCAD Certification,no,OfficeBased,poor,excellent,Physics and Mechanics,Artificial Intelligence and Machine Learning,job,no,no,Anthology,Work,stubborn,salary,smart worker,yes,Engineer
79,9,8,3,3,6,yes,no,Certificate in Media Production,yes,RemoteWork,medium,excellent,Media Studies and Communication,Film and Television Production,higherstudies,yes,no,Journals,Work,stubborn,salary,smart worker,yes,Entertainment industry
65,5,1,5,1,4,yes,yes,Pharmacy Technician Certification (CPhT),yes,Fieldwork,poor,excellent,Pharmacology,Clinical Pharmacy,job,no,no,Health,Work,stubborn,salary,hard worker,yes,Pharmacy
92,6,4,6,5,1,yes,yes,Diploma in Accounting,yes,Fieldwork,poor,excellent,Forensic Accounting,International Taxation and Compliance,job,yes,no,Horror,Work,gentle,work,smart worker,yes,Accountant
71,6,2,0,1,8,yes,yes,Investopedia: Stock Market Investing Course,yes,RemoteWork,poor,medium,Financial Statement Analysis,Financial Analysis,job,yes,yes,Mystery,salary,stubborn,work,smart worker,no,Stock Investor
89,6,9,1,1,5,no,no,Certified Accounting Technician (CAT),no,Fieldwork,medium,medium,Financial Analytics and Data Visualization,International Taxation and Compliance,job,yes,yes,Encyclopedias,Work,gentle,work,smart worker,no,Accountant
64,10,7,6,4,4,yes,yes,Pharmacy Technician Certification (CPhT),no,Fieldwork,excellent,medium,Pharmaceutical Chemistry,Clinical Pharmacy,job,yes,yes,History,salary,gentle,salary,smart worker,yes,Pharmacy
90,9,2,4,3,1,no,yes,Certified Fitness Trainer (CFT),yes,RemoteWork,excellent,poor,Sports Science and Exercise Physiology,Sports Medicine and Athletic Training,job,yes,yes,Autobiographies,Work,stubborn,work,hard worker,no,Sports person
65,12,2,2,1,5,yes,yes,Associate Chartered Banker (ACIB),no,RemoteWork,poor,poor,Financial Markets,Private Wealth Management,job,no,no,Art,salary,gentle,work,smart worker,yes,Banker
